Season;Date;Location;Event Type;Event Name;Round Number;Round Name;Player;Player ID;Club;Game Number;Score;Handicap;Cumulative Score;Stage Rank;Cut Line
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;1;183;0;351;9;365
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;1;202;0;407;3;365
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Max Fischbach;16245;BC Comet Nürnberg;1;189;0;387;5;365
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;1;187;0;365;8;365
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Volker Lüthje;7601;Bajuwaren München 1;1;226;0;450;2;365
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;1;231;0;455;1;365
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Aaron Schlemmer;38977;Phönix Lauf 2;2;174;0;497;10;548
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Achhammer Klara;38760;HighRoller Rosenheim 2;2;177;0;548;8;548
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Hartmann Benedikt;38112;Bavaria Unterföhring 1;2;191;0;560;6;548
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;2;213;0;608;4;548
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;2;180;0;531;9;548
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;2;208;0;615;3;548
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Max Fischbach;16245;BC Comet Nürnberg;2;197;0;584;5;548
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;2;184;0;549;7;548
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Volker Lüthje;7601;Bajuwaren München 1;2;217;0;667;2;548
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;2;219;0;674;1;548
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Aaron Schlemmer;38977;Phönix Lauf 2;3;169;0;666;10;741
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Achhammer Klara;38760;HighRoller Rosenheim 2;3;196;0;744;7;741
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Hartmann Benedikt;38112;Bavaria Unterföhring 1;3;187;0;747;6;741
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;3;200;0;808;4;741
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;3;183;0;714;9;741
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;3;201;0;816;3;741
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Max Fischbach;16245;BC Comet Nürnberg;3;193;0;777;5;741
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;3;192;0;741;8;741
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Volker Lüthje;7601;Bajuwaren München 1;3;220;0;887;2;741
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;3;227;0;901;1;741
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Aaron Schlemmer;38977;Phönix Lauf 2;4;188;0;854;10;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Achhammer Klara;38760;HighRoller Rosenheim 2;4;197;0;941;7;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Hartmann Benedikt;38112;Bavaria Unterföhring 1;4;198;0;945;6;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;4;202;0;1010;4;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;4;178;0;892;9;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;4;213;0;1029;3;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Max Fischbach;16245;BC Comet Nürnberg;4;199;0;976;5;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;4;192;0;933;8;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Volker Lüthje;7601;Bajuwaren München 1;4;226;0;1113;2;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;4;224;0;1125;1;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Aaron Schlemmer;38977;Phönix Lauf 2;5;185;0;1039;10;1127
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Achhammer Klara;38760;HighRoller Rosenheim 2;5;186;0;1127;8;1127
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Hartmann Benedikt;38112;Bavaria Unterföhring 1;5;208;0;1153;6;1127
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;5;219;0;1229;4;1127
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;5;184;0;1076;9;1127
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;5;207;0;1236;3;1127
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Max Fischbach;16245;BC Comet Nürnberg;5;205;0;1181;5;1127
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;5;198;0;1131;7;1127
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Volker Lüthje;7601;Bajuwaren München 1;5;237;0;1350;2;1127
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;5;244;0;1369;1;1127
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Aaron Schlemmer;38977;Phönix Lauf 2;0;167;0;167;10;198
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Achhammer Klara;38760;HighRoller Rosenheim 2;0;177;0;177;8;198
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Hartmann Benedikt;38112;Bavaria Unterföhring 1;0;190;0;190;6;198
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;0;192;0;192;5;198
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;0;172;0;172;9;198
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;0;207;0;207;3;198
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Max Fischbach;16245;BC Comet Nürnberg;0;198;0;198;4;198
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;0;185;0;185;7;198
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Volker Lüthje;7601;Bajuwaren München 1;0;227;0;227;2;198
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;0;228;0;228;1;198
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Aaron Schlemmer;38977;Phönix Lauf 2;1;169;0;336;10;396
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Achhammer Klara;38760;HighRoller Rosenheim 2;1;176;0;353;9;396
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Hartmann Benedikt;38112;Bavaria Unterföhring 1;1;186;0;376;7;396
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;1;197;0;389;5;396
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;1;188;0;360;8;396
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;1;208;0;415;3;396
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Max Fischbach;16245;BC Comet Nürnberg;1;198;0;396;4;396
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;1;194;0;379;6;396
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Volker Lüthje;7601;Bajuwaren München 1;1;227;0;454;1;396
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;1;224;0;452;2;396
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Aaron Schlemmer;38977;Phönix Lauf 2;2;179;0;515;10;595
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Achhammer Klara;38760;HighRoller Rosenheim 2;2;177;0;530;9;595
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Hartmann Benedikt;38112;Bavaria Unterföhring 1;2;199;0;575;6;595
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;2;197;0;586;5;595
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;2;175;0;535;8;595
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;2;212;0;627;3;595
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Max Fischbach;16245;BC Comet Nürnberg;2;199;0;595;4;595
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;2;192;0;571;7;595
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Volker Lüthje;7601;Bajuwaren München 1;2;222;0;676;2;595
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;2;233;0;685;1;595
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Aaron Schlemmer;38977;Phönix Lauf 2;3;181;0;696;10;795
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Achhammer Klara;38760;HighRoller Rosenheim 2;3;184;0;714;9;795
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Hartmann Benedikt;38112;Bavaria Unterföhring 1;3;197;0;772;6;795
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;3;206;0;792;5;795
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;3;187;0;722;8;795
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;3;206;0;833;3;795
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Max Fischbach;16245;BC Comet Nürnberg;3;200;0;795;4;795
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;3;188;0;759;7;795
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Volker Lüthje;7601;Bajuwaren München 1;3;226;0;902;2;795
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;3;227;0;912;1;795
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Aaron Schlemmer;38977;Phönix Lauf 2;4;177;0;873;10;1008
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Achhammer Klara;38760;HighRoller Rosenheim 2;4;183;0;897;9;1008
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Hartmann Benedikt;38112;Bavaria Unterföhring 1;4;206;0;978;6;1008
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;4;207;0;999;5;1008
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;4;196;0;918;8;1008
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;4;221;0;1054;3;1008
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Max Fischbach;16245;BC Comet Nürnberg;4;213;0;1008;4;1008
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;4;193;0;952;7;1008
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Volker Lüthje;7601;Bajuwaren München 1;4;227;0;1129;2;1008
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;4;236;0;1148;1;1008
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Aaron Schlemmer;38977;Phönix Lauf 2;5;189;0;1062;10;1208
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Achhammer Klara;38760;HighRoller Rosenheim 2;5;193;0;1090;9;1208
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Hartmann Benedikt;38112;Bavaria Unterföhring 1;5;200;0;1178;6;1208
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;5;208;0;1207;5;1208
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marco Hürdler;25271;Donaubowler Regensburg 1;5;195;0;1113;8;1208
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;5;212;0;1266;3;1208
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Max Fischbach;16245;BC Comet Nürnberg;5;200;0;1208;4;1208
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sebastian Lohse;27134;BC EMAX Unterföhring 2;5;201;0;1153;7;1208
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Volker Lüthje;7601;Bajuwaren München 1;5;239;0;1368;2;1208
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;5;243;0;1391;1;1208
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Aaron Schlemmer;38977;Phönix Lauf 2;0;172;0;172;10;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Achhammer Klara;38760;HighRoller Rosenheim 2;0;174;0;174;9;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Hartmann Benedikt;38112;Bavaria Unterföhring 1;0;187;0;187;6;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;0;210;0;210;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marco Hürdler;25271;Donaubowler Regensburg 1;0;179;0;179;8;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;0;204;0;204;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Max Fischbach;16245;BC Comet Nürnberg;0;186;0;186;7;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Sebastian Lohse;27134;BC EMAX Unterföhring 2;0;189;0;189;5;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Volker Lüthje;7601;Bajuwaren München 1;0;214;0;214;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;0;215;0;215;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Aaron Schlemmer;38977;Phönix Lauf 2;1;185;0;357;10;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Achhammer Klara;38760;HighRoller Rosenheim 2;1;184;0;358;9;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Hartmann Benedikt;38112;Bavaria Unterföhring 1;1;200;0;387;7;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;1;203;0;413;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marco Hürdler;25271;Donaubowler Regensburg 1;1;180;0;359;8;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;1;208;0;412;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Max Fischbach;16245;BC Comet Nürnberg;1;206;0;392;5;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Sebastian Lohse;27134;BC EMAX Unterföhring 2;1;199;0;388;6;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Volker Lüthje;7601;Bajuwaren München 1;1;233;0;447;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;1;234;0;449;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Aaron Schlemmer;38977;Phönix Lauf 2;2;182;0;539;10;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Achhammer Klara;38760;HighRoller Rosenheim 2;2;194;0;552;8;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Hartmann Benedikt;38112;Bavaria Unterföhring 1;2;194;0;581;7;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;2;209;0;622;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marco Hürdler;25271;Donaubowler Regensburg 1;2;190;0;549;9;
