Season;Date;Location;Event Type;Event Name;Round Number;Round Name;Player;Player ID;Club;Game Number;Score;Handicap;Cumulative Score;Stage Rank;Cut Line
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Lachmann Thomas;38425;BC Coburg 1;2;201;0;588;3;552
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Thomas Nico;38134;BC Coburg 1;2;182;0;531;9;552
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Stockmann Uwe;38149;Absolut Sports 2;3;195;0;768;5;740
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Demuth Werner;38985;Absolut Sports 2;3;199;0;793;4;740
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Mattes Marc;38902;Absolut Sports 2;3;197;0;758;7;740
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Jehle Dennis;38954;Absolut Sports 2;3;210;0;810;1;740
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Striefler Edmund;25063;BC Bamberger  Bowlinghaus 3;3;188;0;740;8;740
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Sch?fer Bernd;38688;BC Bamberger  Bowlinghaus 3;3;191;0;761;6;740
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;3;206;0;794;3;740
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Karl Georg;16545;BC Bamberger  Bowlinghaus 3;3;186;0;714;10;740
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Lachmann Thomas;38425;BC Coburg 1;3;206;0;794;2;740
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Thomas Nico;38134;BC Coburg 1;3;187;0;718;9;740
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Stockmann Uwe;38149;Absolut Sports 2;4;200;0;968;5;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Demuth Werner;38985;Absolut Sports 2;4;204;0;997;4;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Mattes Marc;38902;Absolut Sports 2;4;202;0;960;6;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Jehle Dennis;38954;Absolut Sports 2;4;215;0;1025;1;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Striefler Edmund;25063;BC Bamberger  Bowlinghaus 3;4;193;0;933;8;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Sch?fer Bernd;38688;BC Bamberger  Bowlinghaus 3;4;196;0;957;7;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;4;211;0;1005;3;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Karl Georg;16545;BC Bamberger  Bowlinghaus 3;4;191;0;905;10;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Lachmann Thomas;38425;BC Coburg 1;4;211;0;1005;2;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Thomas Nico;38134;BC Coburg 1;4;192;0;910;9;933
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Stockmann Uwe;38149;Absolut Sports 2;5;205;0;1173;5;1131
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Demuth Werner;38985;Absolut Sports 2;5;209;0;1206;4;1131
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Mattes Marc;38902;Absolut Sports 2;5;198;0;1158;6;1131
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Jehle Dennis;38954;Absolut Sports 2;5;220;0;1245;1;1131
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Striefler Edmund;25063;BC Bamberger  Bowlinghaus 3;5;198;0;1131;8;1131
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Sch?fer Bernd;38688;BC Bamberger  Bowlinghaus 3;5;201;0;1158;7;1131
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;5;216;0;1221;2;1131
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Karl Georg;16545;BC Bamberger  Bowlinghaus 3;5;196;0;1101;10;1131
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Lachmann Thomas;38425;BC Coburg 1;5;207;0;1212;3;1131
2026;2026-05-01;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Thomas Nico;38134;BC Coburg 1;5;197;0;1107;9;1131
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jehle Dennis;38954;Absolut Sports 2;0;205;0;205;1;189
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;0;192;0;192;3;189
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Lachmann Thomas;38425;BC Coburg 1;0;195;0;195;2;189
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Demuth Werner;38985;Absolut Sports 2;0;188;0;188;6;189
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stockmann Uwe;38149;Absolut Sports 2;0;178;0;178;8;189
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Mattes Marc;38902;Absolut Sports 2;0;189;0;189;4;189
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sch?fer Bernd;38688;BC Bamberger  Bowlinghaus 3;0;183;0;183;7;189
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Striefler Edmund;25063;BC Bamberger  Bowlinghaus 3;0;189;0;189;5;189
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jehle Dennis;38954;Absolut Sports 2;1;210;0;415;1;383
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;1;197;0;389;3;383
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Lachmann Thomas;38425;BC Coburg 1;1;200;0;395;2;383
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Demuth Werner;38985;Absolut Sports 2;1;193;0;381;5;383
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stockmann Uwe;38149;Absolut Sports 2;1;174;0;352;8;383
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Mattes Marc;38902;Absolut Sports 2;1;194;0;383;4;383
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sch?fer Bernd;38688;BC Bamberger  Bowlinghaus 3;1;188;0;371;7;383
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Striefler Edmund;25063;BC Bamberger  Bowlinghaus 3;1;185;0;374;6;383
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jehle Dennis;38954;Absolut Sports 2;2;215;0;630;1;582
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;2;202;0;591;3;582
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Lachmann Thomas;38425;BC Coburg 1;2;205;0;600;2;582
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Demuth Werner;38985;Absolut Sports 2;2;189;0;570;5;582
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stockmann Uwe;38149;Absolut Sports 2;2;179;0;531;8;582
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Mattes Marc;38902;Absolut Sports 2;2;199;0;582;4;582
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sch?fer Bernd;38688;BC Bamberger  Bowlinghaus 3;2;184;0;555;7;582
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Striefler Edmund;25063;BC Bamberger  Bowlinghaus 3;2;190;0;564;6;582
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jehle Dennis;38954;Absolut Sports 2;3;220;0;850;1;786
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;3;207;0;798;3;786
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Lachmann Thomas;38425;BC Coburg 1;3;210;0;810;2;786
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Demuth Werner;38985;Absolut Sports 2;3;194;0;764;5;786
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stockmann Uwe;38149;Absolut Sports 2;3;184;0;715;8;786
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Mattes Marc;38902;Absolut Sports 2;3;204;0;786;4;786
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sch?fer Bernd;38688;BC Bamberger  Bowlinghaus 3;3;189;0;744;7;786
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Striefler Edmund;25063;BC Bamberger  Bowlinghaus 3;3;195;0;759;6;786
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jehle Dennis;38954;Absolut Sports 2;4;225;0;1075;1;986
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;4;212;0;1010;3;986
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Lachmann Thomas;38425;BC Coburg 1;4;206;0;1016;2;986
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Demuth Werner;38985;Absolut Sports 2;4;199;0;963;5;986
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stockmann Uwe;38149;Absolut Sports 2;4;189;0;904;8;986
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Mattes Marc;38902;Absolut Sports 2;4;200;0;986;4;986
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sch?fer Bernd;38688;BC Bamberger  Bowlinghaus 3;4;194;0;938;7;986
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Striefler Edmund;25063;BC Bamberger  Bowlinghaus 3;4;200;0;959;6;986
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jehle Dennis;38954;Absolut Sports 2;5;230;0;1305;1;1191
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;5;217;0;1227;3;1191
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Lachmann Thomas;38425;BC Coburg 1;5;211;0;1227;2;1191
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Demuth Werner;38985;Absolut Sports 2;5;204;0;1167;5;1191
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Stockmann Uwe;38149;Absolut Sports 2;5;194;0;1098;8;1191
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Mattes Marc;38902;Absolut Sports 2;5;205;0;1191;4;1191
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Sch?fer Bernd;38688;BC Bamberger  Bowlinghaus 3;5;199;0;1137;7;1191
2026;2026-05-02;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Striefler Edmund;25063;BC Bamberger  Bowlinghaus 3;5;205;0;1164;6;1191
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Jehle Dennis;38954;Absolut Sports 2;0;206;0;206;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Lachmann Thomas;38425;BC Coburg 1;0;199;0;199;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;0;190;0;190;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Mattes Marc;38902;Absolut Sports 2;0;181;0;181;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Jehle Dennis;38954;Absolut Sports 2;1;211;0;417;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Lachmann Thomas;38425;BC Coburg 1;1;204;0;403;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;1;195;0;385;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Mattes Marc;38902;Absolut Sports 2;1;186;0;367;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Jehle Dennis;38954;Absolut Sports 2;2;216;0;633;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Lachmann Thomas;38425;BC Coburg 1;2;209;0;612;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;2;200;0;585;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Mattes Marc;38902;Absolut Sports 2;2;191;0;558;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Jehle Dennis;38954;Absolut Sports 2;3;221;0;854;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Lachmann Thomas;38425;BC Coburg 1;3;205;0;817;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;3;205;0;790;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Mattes Marc;38902;Absolut Sports 2;3;187;0;745;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Jehle Dennis;38954;Absolut Sports 2;4;226;0;1080;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Lachmann Thomas;38425;BC Coburg 1;4;210;0;1027;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;4;210;0;1000;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Mattes Marc;38902;Absolut Sports 2;4;192;0;937;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Jehle Dennis;38954;Absolut Sports 2;5;222;0;1302;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Lachmann Thomas;38425;BC Coburg 1;5;215;0;1242;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Stegner Ottmar;16535;BC Bamberger  Bowlinghaus 3;5;206;0;1206;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Mattes Marc;38902;Absolut Sports 2;5;197;0;1134;4;
